airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,5,5955
Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,5,5955
AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,5,5949
AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,5,5949
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,5,5954
GO_FIRST,G8-199,Delhi,Afternoon,two_or_more,Night,Mumbai,Economy,8.58,5,5954
GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,5,5954
GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,5,5954
GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,5,5954
GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,5,5954
GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,5,5954
GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,5,5954
Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,5,5955
SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,5,5955
SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,5,5955
SpiceJet,SG-8339,Delhi,Morning,one,Afternoon,Mumbai,Economy,24.67,5,5955
SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,5,5955
AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,5,6139
SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,5,6270
Indigo,6E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,5,6443
Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,5,6443
GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,5,6532
Indigo,6E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,5,6953
Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,5,7163
Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,5,7420
Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,5,7420
Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,Economy,14.75,5,7468
Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,5,7468
Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,5,8396
Indigo,6E-2022,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.25,5,8396
Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,5,9000
Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,5,9000
Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,5,8790
GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,5,8869
GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,5,8892
Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,5,9000
Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,5,9315
Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,5,9368
Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,5,9373
Indigo,6E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,5,9373
GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,5,9447
Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,5,9840
Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,5,9840
Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,5,9840
Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,5,9840
Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,5,9840
Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,5,9840
Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,5,9840
Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.5,5,9840
Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,5,9893
Air_India,AI-469,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.5,5,9590
Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,5,9945
Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,5,9945
Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,5,9945
Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,5,9998
Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,5,10575
Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,5,10575
Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,5,10575
Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,5,10575
SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,5,10260
Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,5,10260
Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,5,10723
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,5,10549
GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,5,10575
Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,5,10680
Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,5,10680
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,5,11259
GO_FIRST,G8-1010,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,5,11295
Air_India,AI-9939,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.67,5,11573
GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,5,11609
Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,5,11773
Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,5,12150
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,5,12150
Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,5,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,5,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,5,12150
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,5,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,5,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,5,12150
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,5,12150
Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,5,12150
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,5,12150
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,5,12150
Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,5,12150
Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,17.75,5,11900
GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,5,12045
Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,5,12150
Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.58,5,12150
Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,5,12150
Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,5,12150
Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,23.08,5,12150
Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,5,12150
Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,5,12990
Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,5,13095
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,5,13095
Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,5,13095
Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,5,13095
Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,5,12990
Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,5,12990
Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,5,12990
AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,5,12990
Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,5,12990
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,5,13410
Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,5,13200
Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,5,13279
Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,5,13725
Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,5,13725
Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,5,13410
Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,5,13410
Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,5,13830
Air_India,AI-9911,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.25,5,13506
Air_India,AI-9645,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.83,5,14031
Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,5,14355
Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,5,14880
Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,5,14880
Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,5,14670
Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.58,5,14670
Air_India,AI-9915,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.25,5,14985
Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,5,15405
Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,5,15615
Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,5,15720
Air_India,AI-801,Delhi,Evening,one,Night,Mumbai,Economy,29.33,5,16245
Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,5,17505
Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,5,18345
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,5,18345
Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,5,19500
Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,8.42,5,21180
Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.17,5,21180
Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,5,21443
Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,5,22755
Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,5,22755
Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,10.92,5,24908
SpiceJet,SG-1091,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5953
SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5953
SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,6,5953
SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,6,5953
SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,6,5953
SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,6,5953
SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,6,5953
SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,6,5953
AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,6,5956
Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,6,5955
Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,6,5955
Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,6,5955
Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,6,5955
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,6,5955
Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5955
Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,6,5955
Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,6,5955
Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,6,5955
Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,6,5955
Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,6,5955
Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,6,5955
Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,6,5955
Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,6,5955
Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,6,6060
GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,5954
GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,6,5954
GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,6,5954
GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,6,5954
GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,6,5954
GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,6,5954
Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,5955
Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,5955
Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,6,5955
Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5955
Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,6,5955
Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,6,5955
Indigo,6E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,6,5955
Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,6,5955
Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,6,5955
Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,6,5955
Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,6,5955
Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,6,5955
Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,6,5955
Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,6,5955
AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,6,5949
AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,6,5949
AirAsia,I5-721,Delhi,Night,one,Morning,Mumbai,Economy,14,6,5949
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,6,5954
GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,6,5954
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,6,5954
GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,6,5954
GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,6,5954
GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,6,5954
GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,6,5954
GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,6,5954
GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,6,5954
GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,6,5954
GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,6,5954
Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,6,5955
Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,6,5955
Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,6,5955
SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,6,6060
SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,6,6060
Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,6,6165
SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,6,6270
GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,6,6532
Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,6,6585
Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,6,6585
Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,6,6638
Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,6,6932
Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,6,6932
Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,6,7420
Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,6,7908
Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,6,9000
Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,6,9000
GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,6,8869
AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,6,8869
Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,6,8885
Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,6,9000
Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.17,6,9000
Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,6,9000
Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,6,9368
Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,6,9840
Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,6,9840
Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,6,9840
Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,6,9840
Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,6,9840
Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,6,9840
Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,6,9840
Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,6,9840
Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,6,9840
Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,6,9840
Air_India,AI-499,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.83,6,9525
Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,6,9945
Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,6,9945
Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,6,9945
Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,6,10198
Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,6,10003
Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,6,10103
Air_India,AI-9939,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.67,6,10313
Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,6,10680
Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,6,10680
Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8,6,10838
Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,Economy,25.08,6,10921
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,6,11127
GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,6,11179
SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,6,11281
GO_FIRST,G8-1010,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,6,11295
Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,6,11520
GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,6,11609
Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,6,11730
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,6,12150
Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,6,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,6,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,6,12150
Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,6,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,6,12150
Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,6,12150
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,6,12150
Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,6,12150
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,6,12150
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,6,12150
Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,6,12150
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.67,6,12150
Indigo,6E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,6,11814
Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,10.08,6,11900
Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,6,11900
Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,6,11940
Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,6,12308
GO_FIRST,G8-286,Delhi,Morning,one,Night,Mumbai,Economy,11,6,12045
Air_India,AI-502,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,6,12150
Air_India,AI-506,Delhi,Morning,one,Night,Mumbai,Economy,11.33,6,12150
Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,6,12150
Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,6,12150
Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,6,12150
Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,6,12150
Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,6,12150
Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,6,12150
Air_India,AI-9857,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,6,12298
SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,6,12360
Air_India,AI-9915,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.25,6,12518
Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,6,12990
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,6,12990
Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,6,13095
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,6,13095
Vistara,UK-833,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.42,6,13095
Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,6,13095
Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,6,12833
Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,6,13200
Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,6,12990
Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,6,12990
Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,6,12990
Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,6,13410
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,6,13725
Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,6,13830
Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,6,13988
Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,6,14355
Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,6,14565
Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,6,14250
Indigo,6E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,6,14255
SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,6,14328
Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,6,14355
Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,6,14880
Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,6,14670
Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,6,14670
Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,6,14775
Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,6,14775
Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,6,14880
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,6,15615
Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,6,15405
Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,6,15615
