relativehumidity_2m,dewpoint_2m,windspeed_100m,winddirection_100m,Power/hour
80,35.6,11.51,253,0.7034
74,33.0,10.7,256,0.7026
79,33.8,9.94,249,0.7018
68,30.7,9.94,246,0.7011
64,28.5,9.7,244,0.7004
66,29.2,9.68,252,0.6997
58,26.5,11.12,259,0.699
59,26.5,10.24,260,0.6983
55,25.3,10.94,258,0.6975
54,24.9,12.0,259,0.6999
57,25.8,11.25,256,0.7055
55,25.2,11.53,258,0.711
58,25.7,10.62,261,0.7165
59,25.3,9.79,259,0.722
61,25.8,8.67,259,0.7276
65,26.9,8.37,255,0.7143
66,27.1,8.29,252,0.6823
68,27.2,8.37,255,0.6503
71,27.6,8.54,254,0.6184
69,27.4,8.38,253,0.5864
70,27.7,7.98,255,0.5544
78,28.7,7.55,263,0.5224
80,28.5,7.41,267,0.4904
82,28.6,7.07,262,0.4584
82,28.7,6.97,262,0.4264
82,28.7,6.91,268,0.3944
84,28.8,6.7,272,0.3642
87,30.4,6.45,277,0.3356
84,30.4,6.42,288,0.3071
70,27.7,6.93,303,0.2786
59,25.1,7.08,313,0.2501
58,24.6,6.2,308,0.2215
55,24.1,5.05,304,0.193
57,24.8,4.16,297,0.1801
58,25.4,3.96,286,0.1828
58,24.8,3.96,286,0.1855
57,24.3,3.35,287,0.1882
61,25.1,2.65,281,0.1909
70,27.7,1.4,266,0.1936
80,29.3,1.08,248,0.1963
82,28.6,0.94,238,0.199
73,26.2,1.1,270,0.2017
75,26.4,1.22,279,0.2044
87,28.3,0.42,135,0.2071
87,28.8,1.39,111,0.2097
83,28.4,2.35,78,0.2124
77,26.7,3.61,71,0.2151
74,27.0,2.96,78,0.2178
83,30.5,3.11,138,0.2205
78,29.4,4.18,132,0.2232
80,29.5,5.97,121,0.2259
76,29.0,7.06,102,0.2286
80,29.4,6.33,102,0.2313
90,32.1,6.61,100,0.234
91,32.5,6.41,94,0.2367
94,33.7,6.48,107,0.2394
95,34.1,5.1,118,0.2421
94,33.9,3.98,129,0.2832
93,34.2,2.92,158,0.3626
98,34.5,2.97,228,0.442
98,34.3,4.1,236,0.5214
95,34.1,6.2,249,0.6009
95,33.1,7.83,260,0.6803
94,32.0,9.27,250,0.7202
95,31.8,10.84,256,0.7206
89,28.5,13.2,269,0.721
81,24.8,12.77,264,0.7214
72,19.5,12.59,263,0.7218
61,13.4,12.63,262,0.7222
61,12.3,12.69,260,0.7226
64,12.5,11.81,255,0.723
66,12.5,11.5,255,0.7234
67,12.3,11.33,256,0.7238
67,11.8,11.14,254,0.7242
69,12.0,10.45,255,0.725
73,14.1,11.25,256,0.7262
74,15.6,10.36,255,0.7274
73,17.4,9.68,252,0.7286
72,20.1,10.8,268,0.7298
72,22.4,10.21,284,0.731
65,21.7,9.68,305,0.7322
60,20.8,9.63,299,0.6801
55,20.0,8.75,301,0.5747
50,18.2,7.99,302,0.4693
50,17.9,7.38,295,0.3639
56,19.5,5.07,292,0.2584
61,20.4,5.12,282,0.153
66,20.7,6.14,282,0.1021
73,21.7,5.15,288,0.1056
73,21.6,4.73,283,0.1092
76,21.6,5.81,259,0.1127
78,22.4,7.4,261,0.1163
74,22.0,6.4,271,0.1198
77,22.2,5.1,270,0.1234
80,22.6,4.71,258,0.1269
81,22.9,4.81,249,0.1305
81,22.4,5.13,237,0.134
82,22.1,5.16,226,0.1376
85,22.5,5.32,221,0.1502
90,24.0,5.65,203,0.1719
87,24.0,6.29,198,0.1936
80,23.2,5.44,197,0.2153
73,22.2,5.77,206,0.237
63,19.5,5.8,212,0.2587
56,18.2,5.82,215,0.2804
54,17.9,6.44,223,0.2831
52,18.2,6.51,225,0.2667
53,18.9,5.87,223,0.2504
53,19.1,5.3,224,0.234
58,20.0,4.69,220,0.2177
62,20.5,4.78,217,0.2013
62,21.3,5.5,207,0.1947
65,21.4,5.69,204,0.198
67,21.5,6.54,209,0.2012
67,21.7,6.61,219,0.2045
66,22.2,6.38,229,0.2077
68,22.8,5.7,232,0.2109
70,23.3,5.3,234,0.2142
72,23.5,5.16,234,0.2174
75,23.7,4.84,232,0.2207
76,24.0,4.38,235,0.2239
77,24.3,4.2,232,0.2271
81,24.2,4.5,233,0.2162
81,24.5,4.72,238,0.191
78,24.9,3.92,232,0.1658
71,25.5,3.82,225,0.1406
66,26.5,2.84,260,0.1154
64,27.6,2.86,258,0.0903
62,28.0,3.07,251,0.0651
56,26.7,3.75,261,0.0529
58,26.9,4.3,258,0.0538
64,27.9,4.24,278,0.0546
71,28.6,4.61,311,0.0554
74,28.2,4.1,317,0.0562
76,27.9,4.0,323,0.0571
72,25.6,5.17,317,0.0642
74,25.7,4.72,328,0.0777
77,26.0,4.89,329,0.0912
80,26.2,5.15,331,0.1046
83,26.6,5.19,341,0.1181
83,26.1,4.83,336,0.1316
83,25.4,5.0,340,0.145
84,25.3,5.06,330,0.1585
85,25.2,5.02,329,0.172
87,25.1,4.22,324,0.1854
87,25.2,5.02,314,0.1989
86,24.9,5.52,316,0.2253
89,25.0,5.94,315,0.2648
84,24.1,5.94,316,0.3042
73,22.3,5.17,313,0.3436
63,20.5,6.18,309,0.383
52,17.6,6.44,312,0.4224
48,15.6,6.86,301,0.4619
64,20.2,6.74,305,0.5011
53,16.1,7.54,292,0.5403
51,14.1,7.65,287,0.5795
49,12.6,8.57,281,0.6186
49,11.6,7.67,285,0.6578
52,12.0,7.37,291,0.697
55,11.5,8.86,298,0.7035
53,9.6,8.92,300,0.6772
52,8.5,8.42,300,0.651
53,8.4,8.01,298,0.6248
56,9.5,7.52,295,0.5986
58,10.3,6.71,287,0.5723
59,10.6,6.25,277,0.5461
62,11.3,6.58,261,0.5199
64,11.4,7.21,253,0.4937
66,12.6,7.72,253,0.4675
67,13.2,7.54,255,0.4412
64,11.1,7.57,258,0.4275
69,14.0,6.03,276,0.4262
69,13.4,6.03,276,0.4249
66,13.9,5.52,265,0.4236
56,12.8,6.45,294,0.4223
49,11.4,6.01,314,0.421
48,11.4,4.83,320,0.4197
47,12.1,4.05,327,0.4175
47,12.5,3.0,330,0.4143
48,12.8,2.64,335,0.4111
51,13.2,2.06,346,0.4079
68,17.0,2.1,3,0.4047
66,15.5,2.38,15,0.4015
70,16.2,0.1,90,0.3983
82,18.8,1.49,132,0.3951
79,17.7,1.78,128,0.3919
77,16.8,2.94,162,0.3887
71,15.3,4.0,181,0.3855
70,15.0,3.31,177,0.3823
70,15.0,4.53,186,0.3791
68,15.0,4.91,176,0.3759
72,16.4,4.05,160,0.3727
75,18.0,4.92,142,0.3695
75,19.8,5.66,132,0.3663
74,20.8,6.04,129,0.3795
80,23.5,6.44,118,0.4092
82,25.2,6.62,117,0.4389
77,25.9,7.48,120,0.4686
72,25.2,7.92,127,0.4983
71,25.2,7.78,135,0.528
69,25.0,6.89,140,0.5577
72,26.3,5.87,134,0.5551
84,28.8,5.67,139,0.5202
90,30.0,6.41,146,0.4853
91,30.3,4.94,144,0.4504
97,31.3,5.02,137,0.4155
97,31.7,4.98,128,0.3806
97,31.8,5.99,123,0.3566
99,32.0,5.39,130,0.3434
100,32.1,5.02,149,0.3303
100,32.0,4.63,174,0.3172
99,31.6,4.71,192,0.3041
99,31.2,5.52,215,0.2909
97,30.9,6.1,235,0.2778
97,30.3,6.32,247,0.2647
95,29.5,6.2,252,0.2516
95,29.1,5.66,249,0.2384
95,29.2,5.1,235,0.2253
96,29.3,5.83,231,0.2479
96,30.3,6.94,234,0.3062
94,30.0,7.93,236,0.3645
91,29.5,8.45,243,0.4228
85,28.4,7.7,240,0.4811
81,27.1,7.58,239,0.5394
74,27.2,8.5,243,0.5977
76,28.1,9.15,248,0.6328
81,29.0,8.79,253,0.6447
84,30.0,8.52,254,0.6566
85,31.0,8.8,269,0.6684
81,30.5,9.41,272,0.6803
82,30.8,9.6,272,0.6922
81,30.9,9.66,277,0.6845
81,30.3,9.33,274,0.6572
81,29.6,8.7,269,0.6299
86,30.3,8.69,258,0.6027
86,30.1,8.55,264,0.5754
83,29.1,8.41,268,0.5481
83,28.6,8.3,270,0.5209
83,28.5,8.13,275,0.4936
86,28.6,7.84,281,0.4663
87,28.4,7.18,286,0.439
82,26.7,6.74,291,0.4118
80,25.5,6.2,291,0.3908
74,24.0,6.6,305,0.376
70,22.2,6.07,303,0.3613
66,22.1,4.78,290,0.3466
64,21.9,6.77,304,0.3318
66,22.8,5.96,305,0.3171
58,20.5,5.99,296,0.3024
66,22.8,5.97,301,0.2891
65,22.5,5.23,317,0.2774
63,21.3,4.56,322,0.2656
64,21.3,3.47,327,0.2538
70,22.3,2.52,326,0.2421
71,21.9,2.82,343,0.2303
77,23.0,1.7,310,0.2186
74,22.3,1.97,294,0.2068
76,22.6,2.31,288,0.1951
80,22.9,2.47,291,0.1833
82,23.1,2.19,294,0.1715
85,23.4,1.77,317,0.1598
85,22.8,2.52,353,0.148
79,21.0,2.4,360,0.1363
78,20.3,1.73,10,0.1245
79,20.0,1.33,13,0.1128
80,20.1,0.8,90,0.101
84,20.6,1.77,164,0.0892
88,21.7,2.31,185,0.0775
78,20.5,3.68,202,0.0657
71,20.9,3.72,216,0.054
67,22.2,2.98,230,0.0422
65,23.3,3.62,242,0.0304
59,22.8,4.53,248,0.0187
56,22.2,5.11,247,0.0361
56,22.0,5.54,250,0.0826
57,21.9,5.92,254,0.1291
59,21.9,5.99,255,0.1756
64,22.3,5.19,254,0.2221
67,22.0,5.54,250,0.2686
75,22.3,6.63,236,0.2842
79,21.8,7.31,240,0.2689
83,21.9,7.69,238,0.2536
84,22.3,7.54,248,0.2383
86,22.9,7.48,262,0.223
85,21.9,7.33,265,0.2077
82,20.9,6.81,267,0.1923
82,21.1,5.93,264,0.177
85,21.8,5.32,258,0.1617
88,22.4,4.81,249,0.1464
91,23.1,4.43,245,0.1311
92,23.6,3.98,245,0.1341
97,23.6,3.86,233,0.1554
97,25.4,4.33,220,0.1767
90,26.4,4.61,207,0.198
81,27.5,4.7,204,0.2193
71,26.9,5.96,215,0.2406
64,25.8,6.44,222,0.2619
56,24.0,5.84,218,0.2834
59,24.7,5.16,212,0.3052
61,24.9,4.32,228,0.327
66,25.8,3.86,239,0.3489
81,24.9,4.09,248,0.3707
79,25.2,5.33,247,0.3925
83,26.6,3.83,263,0.4143
84,27.3,3.96,260,0.4361
87,28.2,4.53,264,0.458
91,29.1,3.88,282,0.4798
94,29.7,3.31,299,0.5016
96,29.9,3.89,314,0.5234
95,29.4,4.66,345,0.5452
91,28.8,5.9,358,0.5671
82,25.3,6.56,352,0.5889
78,23.7,7.0,350,0.6107
80,22.8,7.52,337,0.6325
80,21.3,8.02,327,0.65
80,19.5,7.78,314,0.663
76,17.7,7.57,314,0.676
71,16.5,7.42,316,0.6891
60,12.6,7.5,314,0.7021
48,8.2,8.06,314,0.7151
48,8.0,7.51,312,0.7282
48,8.0,6.82,305,0.6943
50,8.9,7.09,292,0.6134
50,9.6,6.62,274,0.5326
51,10.5,5.47,252,0.4518
53,11.1,5.55,236,0.3709
55,12.1,6.88,221,0.2901
63,15.2,8.42,223,0.2706
67,17.6,8.42,223,0.3125
68,18.9,9.48,225,0.3543
70,21.3,10.01,236,0.3962
72,23.1,10.56,245,0.438
74,24.2,11.01,251,0.4798
77,24.7,10.89,257,0.5217
76,24.4,11.13,261,0.5635
75,24.0,10.44,265,0.6054
76,24.0,9.83,275,0.6472
71,22.1,10.02,299,0.6891
65,18.5,10.02,299,0.7089
63,17.6,9.27,317,0.7068
60,15.0,8.64,318,0.7046
61,14.1,8.63,335,0.7025
57,10.5,9.6,338,0.7004
52,8.0,9.31,332,0.6982
49,6.8,9.35,325,0.6961
46,5.0,9.35,325,0.649
46,4.2,8.46,325,0.5569
47,3.6,7.69,328,0.4648
46,2.6,7.57,331,0.3727
48,2.8,6.84,333,0.2806
51,3.3,6.44,332,0.1885
53,3.9,5.61,329,0.1423
50,3.0,5.69,329,0.1418
52,3.3,6.13,332,0.1413
55,3.6,5.4,321,0.1408
57,4.3,5.16,306,0.1403
61,6.0,5.06,300,0.1398
64,7.4,5.01,299,0.1394
65,7.8,5.86,307,0.1389
63,7.8,5.45,316,0.1384
59,6.9,4.52,335,0.1379
55,5.7,4.34,345,0.1374
53,4.9,4.15,345,0.1564
69,7.9,3.55,320,0.1947
60,6.8,3.53,335,0.2331
48,5.0,2.62,353,0.2714
46,6.2,3.06,52,0.3098
42,6.2,4.5,87,0.3481
61,12.1,6.26,151,0.3865
55,9.6,5.23,154,0.3936
51,8.6,5.41,146,0.3695
51,8.8,5.49,147,0.3453
52,8.9,5.6,145,0.3212
53,9.0,5.54,141,0.2971
53,8.7,5.81,138,0.273
53,7.9,6.04,156,0.282
48,6.4,6.87,164,0.3242
52,7.8,6.86,161,0.3664
56,10.0,7.22,158,0.4086
59,11.9,7.85,158,0.4508
61,13.9,8.33,156,0.493
64,15.8,8.56,157,0.5352
63,15.7,8.73,160,0.5773
62,15.5,8.29,162,0.6195
62,16.0,8.32,164,0.6617
64,17.1,8.54,164,0.7039
69,18.3,8.66,166,0.725
83,22.3,8.65,174,0.725
84,23.0,8.91,177,0.725
76,23.7,9.0,179,0.725
67,24.4,7.71,182,0.725
60,25.7,7.57,188,0.725
56,27.0,7.79,189,0.725
54,28.3,7.85,187,0.725
54,29.1,7.61,182,0.7249
57,29.5,7.73,175,0.7249
64,29.9,9.23,175,0.7248
75,29.9,10.1,179,0.7248
80,30.1,10.11,178,0.7247
79,29.8,10.04,175,0.7245
79,30.6,10.47,173,0.7243
78,31.6,10.66,174,0.724
78,32.7,10.53,176,0.7237
80,33.6,10.12,177,0.7234
81,33.9,9.62,176,0.7231
84,33.7,9.45,174,0.7228
83,33.3,9.2,168,0.7226
79,33.0,8.9,165,0.7223
78,33.0,9.59,169,0.722
84,34.1,9.46,164,0.7217
85,33.9,9.58,166,0.7217
92,36.0,9.08,161,0.722
92,36.6,9.7,166,0.7223
93,37.8,9.58,166,0.7227
93,39.1,9.16,169,0.723
93,40.0,9.18,172,0.7233
93,40.9,8.71,177,0.7236
94,41.7,7.5,179,0.7034
95,41.7,7.21,178,0.6626
95,42.2,7.52,184,0.6218
95,42.9,7.77,192,0.581
95,42.8,7.43,200,0.5402
96,42.4,6.72,210,0.4995
94,41.6,7.21,224,0.4914
93,41.2,7.78,226,0.5161
93,41.1,7.96,243,0.5409
94,41.1,8.5,245,0.5656
95,41.0,9.0,246,0.5903
93,40.2,9.55,252,0.615
91,39.3,9.71,253,0.6397
92,38.6,9.06,259,0.6644
93,38.6,8.88,262,0.6891
92,37.9,8.61,268,0.7139
91,36.5,8.4,270,0.7386
91,35.3,8.2,270,0.7485
90,36.3,7.98,278,0.7436
90,36.0,7.09,279,0.7387
87,35.4,6.04,286,0.7338
76,32.2,7.01,284,0.7288
74,31.2,6.07,287,0.7239
71,30.3,6.31,273,0.719
70,29.8,5.9,269,0.7167
69,30.0,5.6,272,0.717
69,29.6,4.71,287,0.7173
69,29.1,4.0,302,0.7177
74,28.9,3.7,322,0.718
83,30.1,2.87,331,0.7183
84,30.0,0.36,304,0.7186
86,30.4,1.2,42,0.7189
80,29.2,2.2,51,0.7192
80,29.2,3.47,41,0.7195
82,29.3,4.74,18,0.7198
88,30.4,5.9,26,0.7202
93,31.3,7.49,31,0.7205
92,30.7,8.04,35,0.7208
91,30.8,8.45,40,0.7211
93,31.2,9.36,41,0.7214
94,31.7,10.22,40,0.7217
94,31.9,11.32,36,0.7222
93,31.2,11.67,27,0.7229
93,31.2,11.16,23,0.7236
94,31.4,11.1,19,0.7242
92,31.5,12.05,14,0.7249
90,31.4,12.99,10,0.7256
92,31.6,12.01,2,0.7263
89,31.3,12.11,358,0.7269
91,31.7,12.73,352,0.7276
89,30.5,11.04,344,0.7283
89,29.0,11.57,338,0.7289
90,27.5,11.35,329,0.7296
89,26.1,11.38,324,0.7303
81,24.4,11.46,322,0.7296
82,24.1,10.64,323,0.7275
81,24.0,10.48,318,0.7254
81,23.1,10.61,316,0.7233
81,22.4,10.61,316,0.7212
79,21.5,10.39,315,0.7191
77,20.8,9.92,312,0.717
77,20.4,9.46,309,0.7149
76,20.1,9.06,307,0.7128
76,20.0,8.94,306,0.7107
76,20.1,8.78,307,0.7086
76,20.1,8.61,309,0.7068
76,20.8,8.83,301,0.7054
75,20.3,8.85,302,0.704
74,20.4,7.88,299,0.7027
70,19.6,9.28,307,0.7013
66,18.8,9.08,311,0.6999
65,18.6,8.75,309,0.6985
64,18.3,8.86,307,0.6977
64,18.2,8.91,305,0.6975
64,18.3,8.82,305,0.6973
65,18.7,8.02,306,0.6971
69,19.0,7.17,300,0.6969
69,18.9,7.67,301,0.6967
71,20.4,8.59,296,0.6965
71,19.5,9.06,301,0.6964
73,19.4,9.14,300,0.6963
75,19.8,8.82,299,0.6962
77,20.3,8.72,298,0.6961
77,20.4,8.59,298,0.6959
77,20.4,8.68,296,0.6958
76,20.1,9.17,298,0.6957
76,20.3,9.08,298,0.6956
77,20.7,8.82,299,0.6955
77,20.9,9.27,299,0.6954
77,21.2,9.39,298,0.6948
79,21.5,9.6,301,0.6939
78,20.8,9.35,299,0.693
77,21.1,8.49,291,0.692
74,21.3,9.79,296,0.6911
73,22.0,9.08,297,0.6902
72,22.7,8.59,295,0.6892
71,23.0,8.36,296,0.686
70,23.1,8.19,294,0.6806
71,23.2,7.81,289,0.6752
73,23.8,7.71,283,0.6698
76,24.0,7.37,278,0.6644
76,23.5,7.47,278,0.659
78,22.7,7.4,268,0.6341
78,22.2,6.81,267,0.5898
78,21.5,6.42,266,0.5455
79,20.9,6.59,260,0.5011
78,20.4,6.45,257,0.4568
79,20.2,6.12,259,0.4125
81,20.2,5.74,263,0.3682
81,20.4,5.51,266,0.3239
82,20.5,5.31,267,0.2795
84,20.7,5.23,263,0.2352
86,20.8,4.98,260,0.1909
86,21.1,4.88,259,0.1654
90,21.6,3.81,247,0.1588
89,21.9,3.18,242,0.1522
87,22.2,2.52,236,0.1456
79,21.7,2.34,220,0.139
66,19.9,2.9,178,0.1324
65,20.4,3.72,174,0.1258
65,20.7,3.54,164,0.1126
67,21.4,3.01,165,0.0927
71,22.1,2.98,166,0.0728
75,22.8,3.35,163,0.0529
81,23.8,3.49,167,0.033
85,24.4,3.44,154,0.0131
87,24.0,3.51,160,0.0069
88,24.5,3.59,167,0.0144
90,25.0,4.02,161,0.0219
90,25.7,3.96,159,0.0294
92,26.3,4.02,161,0.0369
92,26.9,3.48,162,0.0444
94,27.6,2.98,166,0.0519
94,28.1,3.2,182,0.0594
95,28.4,1.84,202,0.067
95,28.3,1.94,258,0.0745
96,28.2,1.97,300,0.082
96,28.1,1.91,313,0.0895
97,28.5,2.46,333,0.097
96,28.6,2.41,312,0.1045
93,28.8,2.27,311,0.112
88,29.0,1.92,298,0.1195
79,28.5,1.43,282,0.127
75,28.9,1.55,255,0.1345
73,28.9,2.3,272,0.142
72,29.0,2.44,289,0.1495
73,29.1,1.91,276,0.1571
77,29.4,2.56,309,0.1646
86,29.2,3.09,331,0.1721
91,28.5,2.69,318,0.1796
98,23.8,2.42,277,0.1871
99,25.9,2.47,256,0.1946
100,25.8,3.11,237,0.2021
99,25.8,3.05,221,0.2096
98,24.7,1.88,205,0.2171
98,24.9,2.01,174,0.2246
98,24.6,2.69,165,0.2321
98,24.8,3.71,166,0.2397
96,25.4,5.32,175,0.2472
96,25.4,3.54,164,0.2547
98,26.1,5.2,169,0.2622
96,26.9,5.15,151,0.2929
96,27.6,4.92,128,0.3469
93,29.4,6.34,128,0.4009
86,30.5,7.11,116,0.4548
82,30.3,7.65,119,0.5088
80,30.3,7.21,124,0.5628
82,31.3,6.44,123,0.6168
82,31.7,7.72,109,0.6486
80,31.3,7.96,105,0.6583
82,31.3,7.61,93,0.668
89,32.2,9.0,89,0.6777
94,32.6,10.24,85,0.6873
90,32.6,10.6,89,0.697
92,32.4,9.73,85,0.7022
93,33.0,8.59,102,0.7027
93,33.8,9.53,103,0.7033
93,34.4,9.9,108,0.7039
94,34.9,9.36,108,0.7044
95,35.7,8.97,112,0.705
95,36.3,9.18,114,0.7056
96,37.2,9.81,120,0.7061
95,38.2,9.34,133,0.7067
97,39.6,8.63,145,0.7073
97,41.1,8.36,159,0.7078
97,42.0,8.01,164,0.6777
96,41.2,7.0,178,0.6167
97,40.8,8.02,203,0.5558
96,43.0,8.65,214,0.4948
90,44.7,7.65,222,0.4339
87,45.8,6.44,216,0.373
80,45.8,4.97,205,0.312
74,45.1,5.09,200,0.3067
80,46.0,7.98,202,0.3571
88,44.7,8.34,218,0.4075
90,43.4,7.38,234,0.4578
93,42.3,6.24,254,0.5082
99,38.1,4.83,276,0.5586
97,41.2,6.41,266,0.589
98,41.8,5.35,249,0.5996
96,40.8,8.05,242,0.6102
92,37.6,10.44,253,0.6207
95,37.0,8.71,267,0.6313
98,36.2,5.54,290,0.6419
100,34.3,5.06,308,0.6524
100,33.8,6.74,328,0.663
99,33.2,7.31,341,0.6736
95,31.9,7.18,344,0.6841
91,30.7,7.24,349,0.6947
89,30.3,6.79,351,0.6987
85,28.8,7.6,351,0.696
84,28.0,6.94,348,0.6933
83,27.9,6.81,350,0.6906
81,27.8,6.02,345,0.6879
77,26.7,7.1,350,0.6853
74,25.7,7.71,350,0.6826
70,24.5,8.13,355,0.6824
69,24.0,8.13,355,0.6848
69,23.6,7.98,352,0.6871
71,23.5,7.3,347,0.6895
72,23.4,7.12,343,0.6918
72,22.7,7.06,339,0.6941
74,22.9,7.34,332,0.6759
74,22.0,7.21,326,0.6372
73,21.0,6.65,315,0.5984
74,20.6,6.56,308,0.5597
75,21.0,6.67,310,0.5209
76,21.5,6.24,311,0.4822
77,21.9,5.9,309,0.4434
77,21.7,6.06,308,0.4047
77,21.2,6.3,313,0.3659
74,19.8,6.51,315,0.3272
74,18.7,6.44,316,0.2884
74,18.2,6.08,316,0.2546
74,17.8,5.53,311,0.2256
76,17.9,5.58,306,0.1966
73,18.3,4.94,302,0.1677
70,18.8,4.66,305,0.1387
66,18.5,3.72,301,0.1097
62,17.7,3.35,297,0.0807
60,17.5,3.11,303,0.0711
59,17.4,2.91,311,0.0809
60,17.7,2.56,309,0.0907
62,17.8,2.47,302,0.1005
70,18.9,2.75,289,0.1103
75,19.5,3.01,264,0.12
82,20.6,2.53,279,0.1298
80,20.4,2.19,246,0.1396
80,20.3,3.47,221,0.1494
77,19.5,4.33,230,0.1592
74,18.4,4.55,237,0.1689
71,17.3,4.92,232,0.1787
70,16.8,4.86,233,0.1885
70,16.6,4.52,235,0.1983
69,16.4,4.44,234,0.2081
70,16.3,4.42,232,0.2178
70,16.1,4.62,231,0.2276
70,15.9,5.04,231,0.2303
64,15.6,4.77,237,0.2259
66,15.3,5.3,238,0.2215
64,15.4,5.33,236,0.217
55,15.1,4.12,241,0.2126
51,15.0,4.59,250,0.2082
48,15.0,4.71,253,0.2038
46,15.2,5.07,255,0.2435
46,15.6,5.77,242,0.3273
62,20.4,6.6,238,0.4112
70,22.2,4.86,233,0.4951
69,20.5,5.92,248,0.5789
65,18.8,7.75,253,0.6628
66,17.7,8.38,253,0.7041
65,16.8,7.84,251,0.7029
68,17.2,8.05,245,0.7017
69,17.2,8.29,247,0.7005
70,17.7,8.1,243,0.6993
73,18.8,7.86,233,0.6981
70,18.8,8.59,230,0.6969
71,18.8,9.54,232,0.6957
71,19.0,9.98,228,0.6945
73,20.3,9.78,233,0.6934
75,22.4,9.76,241,0.6922
77,23.8,8.97,248,0.673
84,26.0,8.1,241,0.6359
86,26.7,7.34,242,0.5988
87,27.2,5.73,254,0.5617
89,27.8,4.81,287,0.5246
82,24.9,5.28,295,0.4875
75,23.0,6.32,293,0.4504
67,21.3,7.47,295,0.4404
55,16.9,8.72,295,0.4573
57,17.7,9.11,301,0.4743
66,19.7,7.45,292,0.4913
69,19.0,6.8,296,0.5083
79,20.4,6.24,319,0.5253
72,17.9,7.42,316,0.5255
66,14.5,7.62,322,0.5091
66,13.1,7.37,318,0.4926
68,12.7,7.17,320,0.4762
71,12.7,6.96,328,0.4597
70,11.2,6.74,328,0.4433
68,9.7,6.27,326,0.4268
67,8.5,5.8,324,0.4104
65,7.5,5.41,326,0.3939
64,6.8,4.91,327,0.3775
63,6.3,4.78,323,0.361
63,6.1,4.62,321,0.3423
74,10.5,0.76,337,0.3213
62,9.2,1.28,231,0.3003
61,9.8,1.56,225,0.2793
61,10.9,2.0,217,0.2583
58,11.7,2.83,238,0.2373
49,10.5,4.23,263,0.2162
48,10.5,4.41,257,0.1952
48,11.0,4.66,247,0.1742
50,11.7,4.92,243,0.1532
52,12.7,5.13,249,0.1322
60,15.0,3.26,259,0.1112
65,16.3,2.53,252,0.0902
59,14.1,5.69,246,0.0981
62,13.5,7.74,264,0.135
63,12.4,8.24,264,0.1719
64,11.8,8.14,264,0.2088
64,11.4,7.9,271,0.2458
58,9.1,7.32,274,0.2827
56,8.1,6.38,284,0.3196
53,6.7,7.16,298,0.3565
58,8.2,7.03,294,0.3934
62,9.3,7.07,295,0.4303
65,9.6,6.89,289,0.4672
68,10.9,6.45,289,0.4963
65,10.9,6.76,294,0.5178
62,11.0,6.78,292,0.5392
59,11.3,5.98,280,0.5606
56,11.9,7.0,292,0.5821
52,11.9,6.55,301,0.6035
50,11.5,6.05,304,0.6249
49,11.6,5.11,301,0.6313
48,11.5,4.57,299,0.6228
48,11.6,4.44,278,0.6142
52,12.0,4.63,264,0.6056
64,12.3,3.5,272,0.5971
66,12.1,3.01,249,0.5885
73,12.7,5.92,240,0.5799
72,12.8,6.05,236,0.5714
73,12.8,5.94,234,0.5628
74,12.7,6.02,238,0.5542
75,12.9,5.8,238,0.5457
77,13.1,6.08,234,0.5371
78,13.2,6.22,233,0.5285
78,13.2,6.68,231,0.52
79,13.3,6.74,238,0.5114
81,13.6,6.07,250,0.5028
83,14.0,6.28,256,0.4943
85,14.4,6.25,263,0.5055
88,15.3,6.62,255,0.5365
85,16.0,6.95,247,0.5675
77,16.6,7.26,240,0.5984
70,17.4,6.26,243,0.6294
66,18.4,7.78,262,0.6604
59,17.7,7.23,256,0.6914
54,17.0,6.79,261,0.6593
53,17.2,6.3,272,0.5641
54,17.5,6.01,274,0.4689
59,18.3,5.18,280,0.3736
73,18.7,5.12,282,0.2784
76,18.8,5.53,283,0.1832
83,19.1,6.43,282,0.132
84,19.8,5.96,293,0.1247
89,20.5,5.46,319,0.1174
89,20.8,5.91,332,0.1102
88,21.4,5.24,331,0.1029
84,21.5,4.34,322,0.0956
83,21.5,4.13,302,0.0884
82,21.6,4.11,296,0.0811
81,21.6,4.35,293,0.0738
81,21.5,4.4,287,0.0665
82,21.5,4.83,276,0.0593
83,21.4,5.23,277,0.0672
86,22.2,5.18,280,0.0902
85,21.7,4.55,279,0.1133
80,20.7,4.1,273,0.1364
70,18.4,3.91,257,0.1595
64,17.1,3.71,243,0.1826
61,16.9,4.11,244,0.2056
59,17.3,4.03,247,0.2341
57,17.9,3.7,251,0.2679
57,18.3,3.89,244,0.3017
62,18.9,4.2,232,0.3355
72,18.8,5.23,225,0.3693
77,18.6,6.24,215,0.4031
81,18.9,7.87,206,0.4243
81,19.4,7.96,208,0.4328
84,20.1,8.39,211,0.4414
85,20.7,8.83,211,0.4499
86,21.2,8.57,222,0.4585
87,21.3,8.49,225,0.467
86,20.9,8.43,228,0.4756
84,20.1,8.5,229,0.4841
81,19.6,8.43,228,0.4927
79,19.9,8.17,230,0.5012
77,20.9,7.99,236,0.5098
78,22.0,7.58,239,0.5257
81,24.2,7.06,232,0.549
82,25.2,6.99,246,0.5723
79,25.6,7.3,257,0.5956
72,23.6,8.0,271,0.6189
74,23.8,7.67,277,0.6422
73,23.0,7.21,287,0.6655
70,21.4,6.71,290,0.6372
